Quantity,Discipline,Quantity TypeId,Type Catalog String,Unit Name,Unit TypeId,Unit Symbol,Conversion Factor From Internal,Conversion Factor To Internal,Is Valid
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Crack Width","Structural","autodesk.spec.aec.structural:crackWidth-2.0.0","CRACK_WIDTH","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Displacement/Deflection","Structural","autodesk.spec.aec.structural:displacement-2.0.0","DISPLACEMENT/DEFLECTION","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Energy","Structural","autodesk.spec.aec.structural:energy-2.0.0","ENERGY","Joules","autodesk.unit.unit:joules-1.0.1","J",0.09290304,10.7639104167097,True
"Energy","Structural","autodesk.spec.aec.structural:energy-2.0.0","ENERGY","Kilogram force meters","autodesk.unit.unit:kilogramForceMeters-1.0.1","kgf-m",0.0094734736122937,105.557902088026,True
"Energy","Structural","autodesk.spec.aec.structural:energy-2.0.0","ENERGY","Kilojoules","autodesk.unit.unit:kilojoules-1.0.1","kJ",9.290304E-05,10763.9104167097,True
"Energy","Structural","autodesk.spec.aec.structural:energy-2.0.0","ENERGY","Newton meters","autodesk.unit.unit:newtonMeters-1.0.1","N-m",0.09290304,10.7639104167097,True
"Energy","Structural","autodesk.spec.aec.structural:energy-2.0.0","ENERGY","Pound force feet","autodesk.unit.unit:poundForceFeet-1.0.1","lb-ft",0.0685217658567918,14.5939029372064,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Dekanewtons","autodesk.unit.unit:dekanewtons-1.0.1","daN",0.03048,32.8083989501312,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Kilograms force","autodesk.unit.unit:kilogramsForce-1.0.1","kgf",0.0310809501715673,32.1740485564304,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Kilonewtons","autodesk.unit.unit:kilonewtons-1.0.1","kN",0.0003048,3280.83989501312,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Kips","autodesk.unit.unit:kips-1.0.1","kip",6.85217658567918E-05,14593.9029372064,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Meganewtons","autodesk.unit.unit:meganewtons-1.0.1","MN",3.048E-07,3280839.89501312,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Newtons","autodesk.unit.unit:newtons-1.0.1","N",0.3048,3.28083989501312,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Pounds force","autodesk.unit.unit:poundsForce-1.0.1","lb",0.0685217658567918,14.5939029372064,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","Tonnes force","autodesk.unit.unit:tonnesForce-1.0.1","Tf",3.10809501715673E-05,32174.0485564304,True
"Force","Structural","autodesk.spec.aec.structural:force-2.0.0","FORCE","US tonnes force","autodesk.unit.unit:usTonnesForce-1.0.1","Tons",3.42608829283959E-05,29187.8058744127,True
"Force Scale","Structural","autodesk.spec.aec.structural:forceScale-2.0.0","FORCE_SCALE","Feet per kip","autodesk.unit.unit:feetPerKip-1.0.0","ft/kip",14593.9029372064,6.85217658567918E-05,True
"Force Scale","Structural","autodesk.spec.aec.structural:forceScale-2.0.0","FORCE_SCALE","Meters per kilonewton","autodesk.unit.unit:metersPerKilonewton-1.0.0","m/kN",1000,0.001,True
"Frequency","Structural","autodesk.spec.aec.structural:frequency-2.0.0","STRUCTURAL_FREQUENCY","Cubic feet per minute cubic foot","autodesk.unit.unit:cubicFeetPerMinuteCubicFoot-1.0.1","CFM/ft³",60,0.0166666666666667,True
"Frequency","Structural","autodesk.spec.aec.structural:frequency-2.0.0","STRUCTURAL_FREQUENCY","Cycles per second","autodesk.unit.unit:cyclesPerSecond-1.0.1","cps",1,1,True
"Frequency","Structural","autodesk.spec.aec.structural:frequency-2.0.0","STRUCTURAL_FREQUENCY","Hertz","autodesk.unit.unit:hertz-1.0.1","Hz",1,1,True
"Frequency","Structural","autodesk.spec.aec.structural:frequency-2.0.0","STRUCTURAL_FREQUENCY","Liters per second cubic meter","autodesk.unit.unit:litersPerSecondCubicMeter-1.0.1","L/(s·m³)",1000,0.001,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Atmospheres","autodesk.unit.unit:atmospheres-1.0.1","atm",3.23793722675857E-05,30883.86,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Bars","autodesk.unit.unit:bars-1.0.1","bar",3.28083989501312E-05,30480,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Dekanewtons per square meter","autodesk.unit.unit:dekanewtonsPerSquareMeter-1.0.1","daN/m²",0.328083989501312,3.048,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Feet of water (39.2 °F)","autodesk.unit.unit:feetOfWater39.2DegreesFahrenheit-1.0.1","FT",0.00109764531546318,911.041104,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Inches of mercury (32 °F)","autodesk.unit.unit:inchesOfMercury32DegreesFahrenheit-1.0.1","inHg",0.000968831370233344,1032.1713672,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Inches of water (60 °F)","autodesk.unit.unit:inchesOfWater60DegreesFahrenheit-1.0.1","in-wg",0.0131845358262865,75.846432,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Kilograms force per square meter","autodesk.unit.unit:kilogramsForcePerSquareMeter-1.0.1","kgf/m²",0.334552563312969,2.98906692,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Kilonewtons per square centimeter","autodesk.unit.unit:kilonewtonsPerSquareCentimeter-1.0.1","kN/cm²",3.28083989501312E-07,3048000,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Kilonewtons per square meter","autodesk.unit.unit:kilonewtonsPerSquareMeter-1.0.1","kN/m²",0.00328083989501312,304.8,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Kilonewtons per square millimeter","autodesk.unit.unit:kilonewtonsPerSquareMillimeter-1.0.1","kN/mm²",3.28083989501312E-09,304800000,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Kilopascals","autodesk.unit.unit:kilopascals-1.0.1","kPa",0.00328083989501312,304.8,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Kips per square foot","autodesk.unit.unit:kipsPerSquareFoot-1.0.1","ksf",6.85217658567918E-05,14593.9029372064,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Kips per square inch","autodesk.unit.unit:kipsPerSquareInch-1.0.1","ksi",4.75845596227721E-07,2101522.02295772,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Meganewtons per square meter","autodesk.unit.unit:meganewtonsPerSquareMeter-1.0.1","MN/m²",3.28083989501312E-06,304800,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Megapascals","autodesk.unit.unit:megapascals-1.0.1","MPa",3.28083989501312E-06,304800,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Millimeters of mercury","autodesk.unit.unit:millimetersOfMercury-1.0.1","mmHg",0.0246083170946002,40.63666752,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Newtons per square meter","autodesk.unit.unit:newtonsPerSquareMeter-1.0.1","N/m²",3.28083989501312,0.3048,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Newtons per square millimeter","autodesk.unit.unit:newtonsPerSquareMillimeter-1.0.1","N/mm²",3.28083989501312E-06,304800,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Pascals","autodesk.unit.unit:pascals-1.0.1","Pa",3.28083989501312,0.3048,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Pounds force per square foot","autodesk.unit.unit:poundsForcePerSquareFoot-1.0.1","psf",0.0685217658567918,14.5939029372064,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Pounds force per square inch","autodesk.unit.unit:poundsForcePerSquareInch-1.0.1","psig",0.000475845596227721,2101.52202295772,True
"Line Spring Coefficient","Structural","autodesk.spec.aec.structural:lineSpringCoefficient-2.0.0","LINEAR_SPRING_COEFFICIENT","Tonnes force per square meter","autodesk.unit.unit:tonnesForcePerSquareMeter-1.0.1","Tf/m²",0.000334552563312969,2989.06692,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Dekanewtons per meter","autodesk.unit.unit:dekanewtonsPerMeter-1.0.1","daN/m",0.1,10,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Kilograms force per meter","autodesk.unit.unit:kilogramsForcePerMeter-1.0.1","kgf/m",0.101971621297793,9.80665,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Kilonewtons per meter","autodesk.unit.unit:kilonewtonsPerMeter-1.0.1","kN/m",0.001,1000,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Kips per foot","autodesk.unit.unit:kipsPerFoot-1.0.1","kip/ft",6.85217658567918E-05,14593.9029372064,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Kips per inch","autodesk.unit.unit:kipsPerInch-1.0.1","kip/in",5.71014715473265E-06,175126.835246476,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Meganewtons per meter","autodesk.unit.unit:meganewtonsPerMeter-1.0.1","MN/m",1E-06,1000000,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Newtons per meter","autodesk.unit.unit:newtonsPerMeter-1.0.1","N/m",1,1,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Pounds force per foot","autodesk.unit.unit:poundsForcePerFoot-1.0.1","lbf/ft",0.0685217658567918,14.5939029372064,True
"Linear Force","Structural","autodesk.spec.aec.structural:linearForce-2.0.0","LINEAR_FORCE","Tonnes force per meter","autodesk.unit.unit:tonnesForcePerMeter-1.0.1","Tf/m",0.000101971621297793,9806.65,True
"Linear Force Scale","Structural","autodesk.spec.aec.structural:linearForceScale-2.0.0","LINEAR_FORCE_SCALE","Cubic feet per minute ton of refrigeration","autodesk.unit.unit:cubicFeetPerMinuteTonOfRefrigeration-1.0.1","CFM/ton",2271305.33644539,4.40275459205765E-07,True
"Linear Force Scale","Structural","autodesk.spec.aec.structural:linearForceScale-2.0.0","LINEAR_FORCE_SCALE","Liters per second kilowatt","autodesk.unit.unit:litersPerSecondKilowatt-1.0.1","L/(s·kW)",304800,3.28083989501312E-06,True
"Linear Force Scale","Structural","autodesk.spec.aec.structural:linearForceScale-2.0.0","LINEAR_FORCE_SCALE","Square feet per kip","autodesk.unit.unit:squareFeetPerKip-1.0.1","ft²/kip",14593.9029372064,6.85217658567918E-05,True
"Linear Force Scale","Structural","autodesk.spec.aec.structural:linearForceScale-2.0.0","LINEAR_FORCE_SCALE","Square meters per kilonewton","autodesk.unit.unit:squareMetersPerKilonewton-1.0.1","m²/kN",304.8,0.00328083989501312,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Dekanewton meters per meter","autodesk.unit.unit:dekanewtonMetersPerMeter-1.0.1","daN-m/m",0.03048,32.8083989501312,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Kilogram force meters per meter","autodesk.unit.unit:kilogramForceMetersPerMeter-1.0.1","kgf-m/m",0.0310809501715673,32.1740485564304,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Kilonewton meters per meter","autodesk.unit.unit:kilonewtonMetersPerMeter-1.0.1","kN-m/m",0.0003048,3280.83989501312,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Kip feet per foot","autodesk.unit.unit:kipFeetPerFoot-1.0.1","kip-ft/ft",6.85217658567918E-05,14593.9029372064,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Meganewton meters per meter","autodesk.unit.unit:meganewtonMetersPerMeter-1.0.1","MN-m/m",3.048E-07,3280839.89501312,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Newton meters per meter","autodesk.unit.unit:newtonMetersPerMeter-1.0.1","N-m/m",0.3048,3.28083989501312,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Pound force feet per foot","autodesk.unit.unit:poundForceFeetPerFoot-1.0.1","lb-ft/ft",0.0685217658567918,14.5939029372064,True
"Linear Moment","Structural","autodesk.spec.aec.structural:linearMoment-2.0.0","LINEAR_MOMENT","Tonne force meters per meter","autodesk.unit.unit:tonneForceMetersPerMeter-1.0.1","Tf-m/m",3.10809501715673E-05,32174.0485564304,True
"Linear Moment Scale","Structural","autodesk.spec.aec.structural:linearMomentScale-2.0.0","LINEAR_MOMENT_SCALE","Feet per kip","autodesk.unit.unit:feetPerKip-1.0.0","ft/kip",14593.9029372064,6.85217658567918E-05,True
"Linear Moment Scale","Structural","autodesk.spec.aec.structural:linearMomentScale-2.0.0","LINEAR_MOMENT_SCALE","Meters per kilonewton","autodesk.unit.unit:metersPerKilonewton-1.0.0","m/kN",1000,0.001,True
"Mass","Structural","autodesk.spec.aec.structural:mass-2.0.0","MASS","Kilograms","autodesk.unit.unit:kilograms-1.0.0","kg",1,1,True
"Mass","Structural","autodesk.spec.aec.structural:mass-2.0.0","MASS","Pounds mass","autodesk.unit.unit:poundsMass-1.0.1","lb",2.20462262184878,0.45359237,True
"Mass","Structural","autodesk.spec.aec.structural:mass-2.0.0","MASS","Tonnes","autodesk.unit.unit:tonnes-1.0.1","t",0.001,1000,True
"Mass","Structural","autodesk.spec.aec.structural:mass-2.0.0","MASS","US tonnes mass","autodesk.unit.unit:usTonnesMass-1.0.1","Tons",0.00110231131092439,907.18474,True
"Mass per Unit Area","Structural","autodesk.spec.aec.structural:massPerUnitArea-2.0.0","MASS_PER_UNIT_AREA","Kilograms per square meter","autodesk.unit.unit:kilogramsPerSquareMeter-1.0.1","kg/m²",10.7639104167097,0.09290304,True
"Mass per Unit Area","Structural","autodesk.spec.aec.structural:massPerUnitArea-2.0.0","MASS_PER_UNIT_AREA","Pounds mass per square foot","autodesk.unit.unit:poundsMassPerSquareFoot-1.0.1","lb/ft²",2.20462262184878,0.45359237,True
"Mass per Unit Length","Structural","autodesk.spec.aec.structural:massPerUnitLength-2.0.0","MASS_PER_UNIT_LENGTH","Kilograms per meter","autodesk.unit.unit:kilogramsPerMeter-1.0.1","kg/m",3.28083989501312,0.3048,True
"Mass per Unit Length","Structural","autodesk.spec.aec.structural:massPerUnitLength-2.0.0","MASS_PER_UNIT_LENGTH","Pounds mass per foot","autodesk.unit.unit:poundsMassPerFoot-1.0.1","lbm/ft",2.20462262184878,0.45359237,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Dekanewton meters","autodesk.unit.unit:dekanewtonMeters-1.0.1","daN-m",0.009290304,107.639104167097,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Kilogram force meters","autodesk.unit.unit:kilogramForceMeters-1.0.1","kgf-m",0.0094734736122937,105.557902088026,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Kilonewton meters","autodesk.unit.unit:kilonewtonMeters-1.0.1","kN-m",9.290304E-05,10763.9104167097,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Kip feet","autodesk.unit.unit:kipFeet-1.0.1","kip-ft",6.85217658567918E-05,14593.9029372064,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Meganewton meters","autodesk.unit.unit:meganewtonMeters-1.0.1","MN-m",9.290304E-08,10763910.4167097,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Newton meters","autodesk.unit.unit:newtonMeters-1.0.1","N-m",0.09290304,10.7639104167097,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Pound force feet","autodesk.unit.unit:poundForceFeet-1.0.1","lb-ft",0.0685217658567918,14.5939029372064,True
"Moment","Structural","autodesk.spec.aec.structural:moment-2.0.0","MOMENT","Tonne force meters","autodesk.unit.unit:tonneForceMeters-1.0.1","Tf-m",9.4734736122937E-06,105557.902088026,True
"Moment of Inertia","Structural","autodesk.spec.aec.structural:momentOfInertia-2.0.0","MOMENT_OF_INERTIA","Centimeters to the fourth power","autodesk.unit.unit:centimetersToTheFourthPower-1.0.1","cm⁴",863097.48412416,1.15861767458952E-06,True
"Moment of Inertia","Structural","autodesk.spec.aec.structural:momentOfInertia-2.0.0","MOMENT_OF_INERTIA","Feet to the fourth power","autodesk.unit.unit:feetToTheFourthPower-1.0.1","ft⁴",1,1,True
"Moment of Inertia","Structural","autodesk.spec.aec.structural:momentOfInertia-2.0.0","MOMENT_OF_INERTIA","Inches to the fourth power","autodesk.unit.unit:inchesToTheFourthPower-1.0.1","in⁴",20736,4.82253086419753E-05,True
"Moment of Inertia","Structural","autodesk.spec.aec.structural:momentOfInertia-2.0.0","MOMENT_OF_INERTIA","Meters to the fourth power","autodesk.unit.unit:metersToTheFourthPower-1.0.1","m⁴",0.0086309748412416,115.861767458952,True
"Moment of Inertia","Structural","autodesk.spec.aec.structural:momentOfInertia-2.0.0","MOMENT_OF_INERTIA","Millimeters to the fourth power","autodesk.unit.unit:millimetersToTheFourthPower-1.0.1","mm⁴",8630974841.2416,1.15861767458952E-10,True
"Moment Scale","Structural","autodesk.spec.aec.structural:momentScale-2.0.0","MOMENT_SCALE","Inverse kilonewtons","autodesk.unit.unit:inverseKilonewtons-1.0.0","1/kN",3280.83989501312,0.0003048,True
"Moment Scale","Structural","autodesk.spec.aec.structural:momentScale-2.0.0","MOMENT_SCALE","Inverse kips","autodesk.unit.unit:inverseKips-1.0.0","1/kip",14593.9029372064,6.85217658567918E-05,True
"Period","Structural","autodesk.spec.aec.structural:period-2.0.0","PERIOD","Hours","autodesk.unit.unit:hours-1.0.1","h",0.000277777777777778,3600,True
"Period","Structural","autodesk.spec.aec.structural:period-2.0.0","PERIOD","Milliseconds","autodesk.unit.unit:milliseconds-1.0.1","ms",1000,0.001,True
"Period","Structural","autodesk.spec.aec.structural:period-2.0.0","PERIOD","Minutes","autodesk.unit.unit:minutes-1.0.1","min",0.0166666666666667,60,True
"Period","Structural","autodesk.spec.aec.structural:period-2.0.0","PERIOD","Seconds","autodesk.unit.unit:seconds-1.0.0","s",1,1,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Dekanewtons per meter","autodesk.unit.unit:dekanewtonsPerMeter-1.0.1","daN/m",0.1,10,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Kilograms force per meter","autodesk.unit.unit:kilogramsForcePerMeter-1.0.1","kgf/m",0.101971621297793,9.80665,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Kilonewtons per meter","autodesk.unit.unit:kilonewtonsPerMeter-1.0.1","kN/m",0.001,1000,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Kips per foot","autodesk.unit.unit:kipsPerFoot-1.0.1","kip/ft",6.85217658567918E-05,14593.9029372064,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Kips per inch","autodesk.unit.unit:kipsPerInch-1.0.1","kip/in",5.71014715473265E-06,175126.835246476,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Meganewtons per meter","autodesk.unit.unit:meganewtonsPerMeter-1.0.1","MN/m",1E-06,1000000,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Newtons per meter","autodesk.unit.unit:newtonsPerMeter-1.0.1","N/m",1,1,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Pounds force per foot","autodesk.unit.unit:poundsForcePerFoot-1.0.1","lbf/ft",0.0685217658567918,14.5939029372064,True
"Point Spring Coefficient","Structural","autodesk.spec.aec.structural:pointSpringCoefficient-2.0.0","POINT_SPRING_COEFFICIENT","Tonnes force per meter","autodesk.unit.unit:tonnesForcePerMeter-1.0.1","Tf/m",0.000101971621297793,9806.65,True
"Pulsation","Structural","autodesk.spec.aec.structural:pulsation-2.0.0","PULSATION","Radians per second","autodesk.unit.unit:radiansPerSecond-1.0.1","rad/s",1,1,True
"Reinforcement Area","Structural","autodesk.spec.aec.structural:reinforcementArea-2.0.0","REINFORCEMENT_AREA","Square centimeters","autodesk.unit.unit:squareCentimeters-1.0.1","cm²",929.0304,0.00107639104167097,True
"Reinforcement Area","Structural","autodesk.spec.aec.structural:reinforcementArea-2.0.0","REINFORCEMENT_AREA","Square feet","autodesk.unit.unit:squareFeet-1.0.1","SF",1,1,True
"Reinforcement Area","Structural","autodesk.spec.aec.structural:reinforcementArea-2.0.0","REINFORCEMENT_AREA","Square inches","autodesk.unit.unit:squareInches-1.0.1","in²",144,0.00694444444444444,True
"Reinforcement Area","Structural","autodesk.spec.aec.structural:reinforcementArea-2.0.0","REINFORCEMENT_AREA","Square meters","autodesk.unit.unit:squareMeters-1.0.1","m²",0.09290304,10.7639104167097,True
"Reinforcement Area","Structural","autodesk.spec.aec.structural:reinforcementArea-2.0.0","REINFORCEMENT_AREA","Square millimeters","autodesk.unit.unit:squareMillimeters-1.0.1","mm²",92903.04,1.07639104167097E-05,True
"Reinforcement Area per Unit Length","Structural","autodesk.spec.aec.structural:reinforcementAreaPerUnitLength-2.0.0","REINFORCEMENT_AREA_PER_UNIT_LENGTH","Square centimeters per meter","autodesk.unit.unit:squareCentimetersPerMeter-1.0.1","cm²/m",3048,0.000328083989501312,True
